295,Inženjerske grafičke komunikacije,3,2,1,0.00,6,1,Letnji,Čiste energetske tehnologije
296,Tehnička fizika,2,0,2,0.00,6,1,Letnji,Čiste energetske tehnologije
297,Mehanika 1 - osnove,3,3,0,0.00,7,1,Letnji,Čiste energetske tehnologije
298,Programiranje i inženjerski korisnički programi,3,0,3,0.00,5,1,Letnji,Čiste energetske tehnologije
299,Uvod u termodinamiku,2,2,0,0.00,5,2,Zimski,Čiste energetske tehnologije
300,Uvod u mehaniku fluida,2,2,0,0.00,5,2,Zimski,Čiste energetske tehnologije
301,Izborni predmet - strani jezik 2,2,0,0,0.00,2,2,Zimski,Čiste energetske tehnologije
302,Teorija verovatnoće i statistika,2,2,0,0.00,5,2,Zimski,Čiste energetske tehnologije
303,Informacione tehnologije i sistemi u energetskom menadžmentu,2,0,2,0.00,7,2,Zimski,Čiste energetske tehnologije
304,Ekološki materijali,3,3,0,0.00,6,2,Zimski,Čiste energetske tehnologije
305,Operaciona istraživanja,3,3,0,0.00,7,2,Letnji,Čiste energetske tehnologije
306,Elektroenergetski pretvarači,3,1,2,0.00,7,2,Letnji,Čiste energetske tehnologije
307,Energetska postrojenja i transformacije,2,2,0,0.00,5,2,Letnji,Čiste energetske tehnologije
308,Izborni predmet- strani jezik,2,0,0,0.00,2,2,Letnji,Čiste energetske tehnologije
309,Izborni predmet 1,3,3,0,0.00,7,2,Letnji,Čiste energetske tehnologije
310,Izborni predmet 2,2,0,0,0.00,2,2,Letnji,Čiste energetske tehnologije
311,Modelovanje i simulacija energetskih sistema,2,1,1,1.00,5,3,Zimski,Čiste energetske tehnologije
312,Sistemi automatskog upravljanja u energetici,3,3,0,0.00,7,3,Zimski,Čiste energetske tehnologije
313,Energetska efikasnost,2,2,0,0.00,6,3,Zimski,Čiste energetske tehnologije
314,Izborni predmet 3,2-3,1-2,0-2,0.00,6,3,Zimski,Čiste energetske tehnologije
315,Preventivne mere u oblasti bezbednosti i zdravlja na radu,3,3,0,0.00,6,3,Zimski,Čiste energetske tehnologije
316,Izborni predmet 4,2,0-1,1-2,0.00-2.00,7,3,Letnji,Čiste energetske tehnologije
317,Izborni predmet 5,2,2,0,0.00,5,3,Letnji,Čiste energetske tehnologije
318,"Merenje, nadzor i upravljanje",2,1,1,0.00,6,3,Letnji,Čiste energetske tehnologije
319,Monitoring životne sredine,3,0,3,0.00,6,3,Letnji,Čiste energetske tehnologije
320,Obnovljivi izvori energije,3,2,0,0.00,6,3,Letnji,Čiste energetske tehnologije
321,Primenjena automatizacija u industriji i zgradarstvu,2,1,1,0.00,5,4,Zimski,Čiste energetske tehnologije
322,Projektovanje i planiranje u zaštiti životne sredine,3,3,0,0.00,7,4,Zimski,Čiste energetske tehnologije
323,Izborni predmet 6,2,0-2,0-2,0.00,4,4,Zimski,Čiste energetske tehnologije
324,Izborni predmet 7,3,0-3,0-3,0.00,6,4,Zimski,Čiste energetske tehnologije
325,Stručna praksa,0,0,0,6.00,4,4,Zimski,Čiste energetske tehnologije
326,Izborni predmet 8,2,0-2,0-2,0.00,4,4,Zimski,Čiste energetske tehnologije
327,"Osnove grejanja, ventilacije i klimatizacije",3,1,2,0.00,4,4,Letnji,Čiste energetske tehnologije
328,Tehnologije energetskog iskorišćenja otpada,3,0,3,0.00,6,4,Letnji,Čiste energetske tehnologije
329,Izborni predmet 9,2,1-2,0-1,0.00,5,4,Letnji,Čiste energetske tehnologije
330,Izborni predmet 10,2-3,2-3,0,0.00,5,4,Letnji,Čiste energetske tehnologije
331,Diplomski rad - istraživački rad,0,0,0,0.00,5,4,Letnji,Čiste energetske tehnologije
332,Diplomski rad - izrada i odbrana,0,0,0,4.00,5,4,Letnji,Čiste energetske tehnologije
333,Računarski praktikum,2,0,2,0.00,5,1,Zimski,Geodezija i geoinformatika
334,Algebra,4,4,0,0.00,8,1,Zimski,Geodezija i geoinformatika
335,Uvod u geodeziju,2,2,0,0.00,5,1,Zimski,Geodezija i geoinformatika
336,Fizika,2,0,2,0.00,5,1,Zimski,Geodezija i geoinformatika
337,Izborni predmet 1,2,2,0,0.00,4,1,Zimski,Geodezija i geoinformatika
338,Izborni strani jezik 1,2,0,0,0.00,3,1,Zimski,Geodezija i geoinformatika
339,Matematička analiza 1,4,4,0,0.00,7,1,Letnji,Geodezija i geoinformatika
340,Geodezija 1,2,0,3,0.00,5,1,Letnji,Geodezija i geoinformatika
341,Osnove geonauka,2,1,0,0.00,3,1,Letnji,Geodezija i geoinformatika
342,Tehnike geodetskih merenja,2,0,2,0.00,5,1,Letnji,Geodezija i geoinformatika
343,Uvod u informacione tehnologije u geomatici,2,0,2,0.00,5,1,Letnji,Geodezija i geoinformatika
344,Izborni predmet 2,2,0,0,0.00,2,1,Letnji,Geodezija i geoinformatika
345,Izborni strani jezik,2,0,0,0.00,3,1,Letnji,Geodezija i geoinformatika
346,Matematička analiza 2,3,3,0,0.00,7,2,Zimski,Geodezija i geoinformatika
347,Geodezija 2,3,0,3,0.00,5,2,Zimski,Geodezija i geoinformatika
348,Kartografija,2,0,2,0.00,4,2,Zimski,Geodezija i geoinformatika
349,Informacioni sistemi i baze podataka,2,0,2,0.00,4,2,Zimski,Geodezija i geoinformatika
350,Sistemi i signali u geomatici,2,0,2,0.00,4,2,Zimski,Geodezija i geoinformatika
351,Izborni predmet 3,3,2-3,0,0.00,6,2,Zimski,Geodezija i geoinformatika
352,Račun izravnanja,2,0,3,0.00,5,2,Letnji,Geodezija i geoinformatika
353,Geoinformatika,3,0,3,0.00,6,2,Letnji,Geodezija i geoinformatika
354,Sistemi automatskog upravljanja u geomatici,3,1,2,0.00,6,2,Letnji,Geodezija i geoinformatika
355,Osnove GNSS tehnologije,2,0,2,0.00,4,2,Letnji,Geodezija i geoinformatika
356,Fotogrametrija,3,0,2,0.00,5,2,Letnji,Geodezija i geoinformatika
357,Verovatnoća i matematička statistika,2,2,0,0.00,4,2,Letnji,Geodezija i geoinformatika
358,Inženjerska geodezija,3,0,3,0.00,7,3,Zimski,Geodezija i geoinformatika
359,Modeliranje i simulacija sistema,2,0,2,0.00,5,3,Zimski,Geodezija i geoinformatika
360,Digitalni modeli terena,3,0,3,0.00,7,3,Zimski,Geodezija i geoinformatika
361,Geoinformacioni sistemi,3,0,3,0.00,7,3,Zimski,Geodezija i geoinformatika
362,Izborni predmet 4,2,0-2,0-2,0.00,4,3,Zimski,Geodezija i geoinformatika
363,Metode optimizacije,3,1,2,0.00,6,3,Letnji,Geodezija i geoinformatika
364,Komasacija,2,1,1,0.00,5,3,Letnji,Geodezija i geoinformatika
365,Inženjerska geodezija 2,3,0,3,0.00,7,3,Letnji,Geodezija i geoinformatika
366,Katastar,3,3,0,0.00,7,3,Letnji,Geodezija i geoinformatika
367,Izborni predmet 5,2,0,2-3,0.00,5,3,Letnji,Geodezija i geoinformatika
368,Detekcija objekata podzemne infrastrukture,3,0,3,0.00,6,4,Zimski,Geodezija i geoinformatika
369,Uvod u daljinsku detekciju i računarsku obradu slike,3,0,3,0.00,6,4,Zimski,Geodezija i geoinformatika
370,Geoprostorne baze podataka,3,0,3,0.00,6,4,Zimski,Geodezija i geoinformatika
371,Izborni predmet 6,3,0,3,0.00,6,4,Zimski,Geodezija i geoinformatika
372,Stručna praksa,0,0,0,6.00,5,4,Zimski,Geodezija i geoinformatika
373,Izborni predmet 7,2,0,2,0.00,5,4,Letnji,Geodezija i geoinformatika
374,Integrisani sistemi premera,3,0,3,0.00,6,4,Letnji,Geodezija i geoinformatika
375,Izborni predmet 8,3,0,2,0.00,5,4,Letnji,Geodezija i geoinformatika
376,Izborni predmet 9,3,0-3,0-3,0.00,5,4,Letnji,Geodezija i geoinformatika
377,Završni rad - istraživački rad,0,0,0,0.00,5,4,Letnji,Geodezija i geoinformatika
378,Završni rad - izrada i odbrana,0,0,0,4.00,5,4,Letnji,Geodezija i geoinformatika
379,Matematika,4,4,0,0.00,8,1,Zimski,Grafičko inženjerstvo i dizajn
380,Hemija u grafičkom inženjerstvu,4,0,4,0.00,8,1,Zimski,Grafičko inženjerstvo i dizajn
381,Grafičke aplikacije,2,0,4,0.00,7,1,Zimski,Grafičko inženjerstvo i dizajn
382,Izborna pozicija 1,2,0,0,0.00,2,1,Zimski,Grafičko inženjerstvo i dizajn
383,Likovna kultura,2,0,2,0.00,5,1,Zimski,Grafičko inženjerstvo i dizajn
384,Uvod u grafičke tehnologije,2,0,4,0.00,8,1,Letnji,Grafičko inženjerstvo i dizajn
385,Grafički materijali,4,0,4,0.00,7,1,Letnji,Grafičko inženjerstvo i dizajn
386,Sociologija kulture,2,0,0,0.00,4,1,Letnji,Grafičko inženjerstvo i dizajn
387,Vizuelna kultura,2,0,2,0.00,3,1,Letnji,Grafičko inženjerstvo i dizajn
388,Fizika,2,0,4,0.00,6,1,Letnji,Grafičko inženjerstvo i dizajn
389,Izborna pozicija 2,2,0,0,0.00,2,1,Letnji,Grafičko inženjerstvo i dizajn
390,Industrijski dizajn,2,0,2,0.00,5,2,Zimski,Grafičko inženjerstvo i dizajn
391,Pismo i tipografija,4,0,4,0.00,7,2,Zimski,Grafičko inženjerstvo i dizajn
392,Multimediji,2,0,4,0.00,6,2,Zimski,Grafičko inženjerstvo i dizajn
393,Izborni predmet 1,2,0-2,0-2,0.00,4,2,Zimski,Grafičko inženjerstvo i dizajn
394,Izborni predmet 2,2-3,0,2-3,0.00,6,2,Zimski,Grafičko inženjerstvo i dizajn
395,Izborna pozicija 3,2,0,0,0.00,2,2,Zimski,Grafičko inženjerstvo i dizajn
396,Grafički procesi,4,0,4,0.00,8,2,Letnji,Grafičko inženjerstvo i dizajn
397,Osnovi prostornog dizajna,2,0,4,0.00,6,2,Letnji,Grafičko inženjerstvo i dizajn
398,Fotografija,2,0,2,0.00,5,2,Letnji,Grafičko inženjerstvo i dizajn
399,Izborni predmet 3,2,0-2,0-2,0.00,4,2,Letnji,Grafičko inženjerstvo i dizajn
400,Izborni predmet 4,2,0,2,0.00,4,2,Letnji,Grafičko inženjerstvo i dizajn
401,Izborna pozicija 4,2,0,0,0.00,3,2,Letnji,Grafičko inženjerstvo i dizajn
402,Digitalna reprodukcija,4,0,4,0.00,8,3,Zimski,Grafičko inženjerstvo i dizajn
403,Štamparske forme,4,0,4,0.00,8,3,Zimski,Grafičko inženjerstvo i dizajn
404,Osnove kompjuterskih igara,2,0,4,0.00,6,3,Zimski,Grafičko inženjerstvo i dizajn
405,Izborni predmet 1,2-3,0-2,0-2,0.00-1.00,5,3,Zimski,Grafičko inženjerstvo i dizajn
406,Izborna pozicija 5,2,0,0,0.00,3,3,Zimski,Grafičko inženjerstvo i dizajn
407,Tehnike štampe,4,0,4,0.00,8,3,Letnji,Grafičko inženjerstvo i dizajn
408,Kompjuterske igre,2,0,4,0.00,6,3,Letnji,Grafičko inženjerstvo i dizajn
409,Završna grafička obrada,4,0,4,0.00,8,3,Letnji,Grafičko inženjerstvo i dizajn
410,Izborni predmet 2,2,0,2,0.00,5,3,Letnji,Grafičko inženjerstvo i dizajn
411,Izborna pozicija 6,2,0,0,0.00,3,3,Letnji,Grafičko inženjerstvo i dizajn
412,Nauka o boji,2,0,2,0.00,4,4,Zimski,Grafičko inženjerstvo i dizajn
413,Grafički sistemi,2,0,2,0.00,4,4,Zimski,Grafičko inženjerstvo i dizajn
414,WEB dizajn,2,0,4,0.00,7,4,Zimski,Grafičko inženjerstvo i dizajn
415,Grafička ambalaža,2,0,2,0.00,4,4,Zimski,Grafičko inženjerstvo i dizajn
416,Izborni predmet 1,2,0-2,0-2,0.00,4,4,Zimski,Grafičko inženjerstvo i dizajn
417,Izborna pozicija 7,2,0,0,0.00,3,4,Zimski,Grafičko inženjerstvo i dizajn
418,Stručna praksa,0,0,0,6.00,4,4,Zimski,Grafičko inženjerstvo i dizajn
419,Izborni predmet 2,2,0,2,0.00,4,4,Letnji,Grafičko inženjerstvo i dizajn
420,Grafički dizajn,4,0,4,0.00,8,4,Letnji,Grafičko inženjerstvo i dizajn
421,Dizajn ambalaže,4,0,4,0.00,8,4,Letnji,Grafičko inženjerstvo i dizajn
422,Diplomski rad - istraživački rad,0,0,0,0.00,5,4,Letnji,Grafičko inženjerstvo i dizajn
423,Diplomski rad - izrada i odbrana,0,0,0,5.00,5,4,Letnji,Grafičko inženjerstvo i dizajn
424,Matematičke metode 1,3,3,0,0.00,6,1,Zimski,Građevinarstvo
425,Nacrtna geometrija,2,2,0,0.00,5,1,Zimski,Građevinarstvo
426,Materijali u građevinarstvu 1,2,0,1,0.00,5,1,Zimski,Građevinarstvo
427,Inženjerska geologija,3,0,2,0.00,6,1,Zimski,Građevinarstvo
428,Osnovi računarstva,2,0,2,0.00,4,1,Zimski,Građevinarstvo
429,Izborni predmet 1,3,0,0,0.00,3,1,Zimski,Građevinarstvo
430,Matematičke metode 2,3,3,0,0.00,6,1,Letnji,Građevinarstvo
431,Materijali u građevinarstvu 2,4,0,2,0.00,7,1,Letnji,Građevinarstvo
432,Mehanika 1,3,2,0,0.00,6,1,Letnji,Građevinarstvo
433,Geodezija,2,1,1,0.00,5,1,Letnji,Građevinarstvo
434,Građevinska fizika,2,0,2,0.00,5,1,Letnji,Građevinarstvo
435,Strani jezik - 1,2,0,0,0.00,2,1,Letnji,Građevinarstvo
436,Zgradarstvo 1,4,1,0,1.00,7,2,Zimski,Građevinarstvo
437,Mehanika 2,2,2,0,0.00,5,2,Zimski,Građevinarstvo
438,Otpornost materijala,4,4,0,0.00,8,2,Zimski,Građevinarstvo
439,Osnove projektovanja građevinskih objekata,4,1,0,1.00,7,2,Zimski,Građevinarstvo
440,Izborna pozicija - 1,2,1,1,0.00,4,2,Zimski,Građevinarstvo
441,Mehanika tla,4,3,0,0.00,8,2,Letnji,Građevinarstvo
442,Zgradarstvo 2,3,2,0,0.00,5,2,Letnji,Građevinarstvo
443,Osnovi hidromehanike i hidrotehnike,4,1,1,0.00,7,2,Letnji,Građevinarstvo
444,Putevi i saobraćajnice,3,3,0,0.00,6,2,Letnji,Građevinarstvo
445,Dejstva na objekte,2,0,0,0.00,3,2,Letnji,Građevinarstvo
446,Fundiranje,4,3,0,0.00,8,3,Zimski,Građevinarstvo
447,Statika konstrukcija 1,4,3,1,0.00,9,3,Zimski,Građevinarstvo
448,Teorija betonskih konstrukcija 1,3,2,0,0.00,6,3,Zimski,Građevinarstvo
449,Hidrotehnički objekti i sistemi,4,1,1,0.00,7,3,Zimski,Građevinarstvo
450,Osnove industrijskog inženjerstva i menadžmenta,3,3,0,0.00,6,1,Zimski,Industrijsko inženjerstvo
451,Matematika 1,2,2,0,0.00,5,1,Zimski,Industrijsko inženjerstvo
452,Sociologija rada,2,2,0,0.00,4,1,Zimski,Industrijsko inženjerstvo
453,Materijali u inženjerstvu,3,2,0,0.00,6,1,Zimski,Industrijsko inženjerstvo
454,Računarske tehnologije,4,0,4,0.00,7,1,Zimski,Industrijsko inženjerstvo
455,Strani jezik 1,2,0,0,0.00,3,1,Zimski,Industrijsko inženjerstvo
456,Matematika 2,2,2,0,0.00,6,1,Letnji,Industrijsko inženjerstvo
457,Procesi i sredstva rada,3,3,0,0.00,6,1,Letnji,Industrijsko inženjerstvo
458,Razvoj i projektovanje proizvoda,4,2,2,0.00,7,1,Letnji,Industrijsko inženjerstvo
459,Mehanika u industrijskom inženjerstvu,3,3,0,0.00,7,1,Letnji,Industrijsko inženjerstvo
460,Strani jezik 2,2-3,0,0,0.00,3,1,Letnji,Industrijsko inženjerstvo
461,Upravljanje tehničkim sistemima,2,0,2,0.00,4,2,Zimski,Industrijsko inženjerstvo
462,Teorija verovatnoće i statistika,2,2,0,0.00,5,2,Zimski,Industrijsko inženjerstvo
463,Računarom podržano projektovanje proizvoda (CAD/CAE),3,0,2,1.00,6,2,Zimski,Industrijsko inženjerstvo
464,Tehnologije obrade proizvoda,3,2,0,2.00,6,2,Zimski,Industrijsko inženjerstvo
465,Ekonomika preduzeća,2,2,0,0.00,4,2,Zimski,Industrijsko inženjerstvo
466,Izborni predmet 1,2,0-2,0-2,0.00,5,2,Zimski,Industrijsko inženjerstvo
467,Studija rada i ergonomija,2,2,0,0.00,4,2,Letnji,Industrijsko inženjerstvo
468,"Projektovanje postupaka rada CAPP, CAM",3,2,0,0.00,5,2,Letnji,Industrijsko inženjerstvo
469,Pouzdanost tehničkih sistema i održavanje,2,2,1,0.00,5,2,Letnji,Industrijsko inženjerstvo
470,Sistemi za automatsku identifikaciju,2,0,2,0.00,4,2,Letnji,Industrijsko inženjerstvo
471,Teorija odlučivanja,2,2,0,0.00,5,2,Letnji,Industrijsko inženjerstvo
472,Automatizacija procesa rada 1,4,0,2,2.00,7,2,Letnji,Industrijsko inženjerstvo
473,Tehnologije montaže,3,0,2,1.00,6,3,Zimski,Industrijsko inženjerstvo
474,Tehnologije rukovanja materijalom,3,0,2,1.00,6,3,Zimski,Industrijsko inženjerstvo
475,Tehnologije merenja i kontrole proizvoda,3,1,1,0.00,5,3,Zimski,Industrijsko inženjerstvo
476,Preduzetništvo i inovacije,3,2,0,0.00,4,3,Zimski,Industrijsko inženjerstvo
477,Integralna sistemska podrška - logistika,2,2,0,0.00,5,3,Zimski,Industrijsko inženjerstvo
478,Metode i tehnike upravljanja projektima,2,0,2,0.00,4,3,Zimski,Industrijsko inženjerstvo
479,Projektovanje proizvodnih sistema,3,2,0,0.00,5,3,Letnji,Industrijsko inženjerstvo
480,Projektovanje informacionih sistema,3,0,2,0.00,5,3,Letnji,Industrijsko inženjerstvo
481,Organizacija preduzeća,2,2,0,0.00,5,3,Letnji,Industrijsko inženjerstvo
482,Sistem menadžmenta kvalitetom,2,2,0,0.00,5,3,Letnji,Industrijsko inženjerstvo
483,Izborni predmet 2,3,0-2,0-2,0.00,7,3,Letnji,Industrijsko inženjerstvo
484,Stručna praksa,0,0,0,6.00,3,3,Letnji,Industrijsko inženjerstvo
485,Upravljanje procesima rada,3,0,3,0.00,6,4,Zimski,Industrijsko inženjerstvo
486,Inženjerstvo usluga,3,1,1,0.00,5,4,Zimski,Industrijsko inženjerstvo
487,Programabilni logički kontroleri (PLC),2,0,2,0.00,5,4,Zimski,Industrijsko inženjerstvo
488,Izborni predmet 3,2,0,2,0.00-1.00,5,4,Zimski,Industrijsko inženjerstvo
489,Izborni predmet 4,2,0-2,0-2,0.00,4,4,Zimski,Industrijsko inženjerstvo
490,Izborni predmet 5,3,0-2,0-3,0.00,5,4,Zimski,Industrijsko inženjerstvo
491,Inženjerski pristup rešavanju problema,3,2,0,0.00,5,4,Letnji,Industrijsko inženjerstvo
492,Osnove LEAN proizvodnje,2,2,0,0.00,4,4,Letnji,Industrijsko inženjerstvo
493,Izborni predmet 6,2-3,0-2,0-3,0.00,5,4,Letnji,Industrijsko inženjerstvo
494,Izborni predmet 7,2-3,0-3,0-3,0.00,5,4,Letnji,Industrijsko inženjerstvo
495,Izborni predmet 8,3,0-2,0-2,0.00,5,4,Letnji,Industrijsko inženjerstvo
496,Diplomski rad - istraživački rad,0,0,0,0.00,3,4,Letnji,Industrijsko inženjerstvo
497,Diplomski rad - izrada i odbrana,0,0,0,3.00,3,4,Letnji,Industrijsko inženjerstvo
498,Osnove industrijskog inženjerstva,2,3,0,0.00,6,1,Zimski,Inženjerski menadžment
499,Matematika 1,2,2,0,0.00,5,1,Zimski,Inženjerski menadžment
500,Preduzetništvo,3,3,0,0.00,6,1,Zimski,Inženjerski menadžment
501,Sociologija rada,2,2,0,0.00,4,1,Zimski,Inženjerski menadžment
502,Principi inženjerskog menadžmenta,3,2,0,1.00,6,1,Zimski,Inženjerski menadžment
503,Strani jezik 1,2,0,0,0.00,3,1,Zimski,Inženjerski menadžment
504,Matematika 2,2,2,0,0.00,6,1,Letnji,Inženjerski menadžment
505,Principi ekonomije,2,2,0,0.00,4,1,Letnji,Inženjerski menadžment
506,Procesi i sredstva rada,3,3,0,0.00,6,1,Letnji,Inženjerski menadžment
507,Osnove informacionih tehnologija,4,0,4,0.00,6,1,Letnji,Inženjerski menadžment
508,Poslovno komuniciranje,2,2,0,0.00,5,1,Letnji,Inženjerski menadžment
509,Strani jezik 2,2-3,0,0,0.00,3,1,Letnji,Inženjerski menadžment
510,Procesi komercijalnog poslovanja,3,2,1,0.00,6,2,Zimski,Inženjerski menadžment
511,Proizvodne i uslužne tehnologije,3,3,0,0.00,6,2,Zimski,Inženjerski menadžment
512,Teorija verovatnoće i statistika,2,2,0,0.00,5,2,Zimski,Inženjerski menadžment
513,Razvoj proizvoda i programa proizvodnje,2,2,0,1.00,5,2,Zimski,Inženjerski menadžment
514,Upravljačko računovodstvo,2,2,0,0.00,4,2,Zimski,Inženjerski menadžment
515,Ekonomika preduzeća,2,2,0,0.00,4,2,Zimski,Inženjerski menadžment
516,Razvojni procesi u preduzeću,3,0,2,1.00,6,2,Letnji,Inženjerski menadžment
517,Industrijski marketing,2,3,0,0.00,5,2,Letnji,Inženjerski menadžment
518,Teorija odlučivanja,2,2,0,0.00,5,2,Letnji,Inženjerski menadžment
519,Elektronsko poslovanje,2,0,3,0.00,5,2,Letnji,Inženjerski menadžment
520,Menadžment ljudskih resursa,3,2,0,0.00,5,2,Letnji,Inženjerski menadžment
521,Upravljanje finansijama,2,1,1,0.00,4,2,Letnji,Inženjerski menadžment
522,Proizvodni i uslužni sistemi,3,0,3,0.00,6,3,Zimski,Inženjerski menadžment
523,Informacioni i komunikacioni sistemi,3,0,3,0.00,6,3,Zimski,Inženjerski menadžment
524,Integralna sistemska podrška - logistika,2,2,0,0.00,5,3,Zimski,Inženjerski menadžment
525,Poslovno pravo,3,2,0,0.00,5,3,Zimski,Inženjerski menadžment
526,Upravljanje rizicima i osiguranje,2,0,2,0.00,4,3,Zimski,Inženjerski menadžment
527,Osnove upravljanja projektima,2,0,2,0.00,4,3,Zimski,Inženjerski menadžment
528,Algebra,4,2,0,2.00,6,1,Zimski,Inženjerstvo informacionih sistema
529,Uvod u inženjerstvo informacionih sistema,2,0,3,0.00,6,1,Zimski,Inženjerstvo informacionih sistema
530,Osnove sistemskog inženjerstva,2,2,0,0.00,4,1,Zimski,Inženjerstvo informacionih sistema
531,Uvod u mikroprocesorske sisteme,2,0,3,0.00,6,1,Zimski,Inženjerstvo informacionih sistema
532,Uvod u programiranje,2,0,3,0.00,6,1,Zimski,Inženjerstvo informacionih sistema
533,Izborni predmet OAS IIS 1,2,0,0,0.00,2,1,Zimski,Inženjerstvo informacionih sistema
534,Matematička analiza,3,3,0,2.00,6,1,Letnji,Inženjerstvo informacionih sistema
535,Objektno orijentisane informacione tehnologije,2,0,3,0.00,6,1,Letnji,Inženjerstvo informacionih sistema
536,Osnove inženjerstva tehničkih sistema,2,0,3,0.00,6,1,Letnji,Inženjerstvo informacionih sistema
537,Društveni aspekti informacionih sistema,2,0,0,1.00,3,1,Letnji,Inženjerstvo informacionih sistema
538,Osnove organizacionih sistema,2,3,0,0.00,6,1,Letnji,Inženjerstvo informacionih sistema
539,Izborni predmet OAS IIS 2,2-3,0,0,0.00,3,1,Letnji,Inženjerstvo informacionih sistema
540,Kombinatorika i teorija grafova,3,3,0,0.00,6,2,Zimski,Inženjerstvo informacionih sistema
541,Osnovi ekonomije za inženjere,2,0,0,1.00,3,2,Zimski,Inženjerstvo informacionih sistema
542,Arhitektura računara i operativni sistemi,2,0,3,0.00,6,2,Zimski,Inženjerstvo informacionih sistema
543,Algoritmi i strukture podataka,2,0,2,1.00,5,2,Zimski,Inženjerstvo informacionih sistema
544,Poslovni informacioni sistemi,2,0,3,0.00,6,2,Zimski,Inženjerstvo informacionih sistema
545,Osnove organizacionog ponašanja,2,2,0,0.00,4,2,Zimski,Inženjerstvo informacionih sistema
546,Verovatnoća i statistika,3,1,2,0.00,6,2,Letnji,Inženjerstvo informacionih sistema
547,Projektovanje informacionih sistema,3,0,2,0.00,5,2,Letnji,Inženjerstvo informacionih sistema
548,Veb orijentisane tehnologije i sistemi,2,0,3,0.00,5,2,Letnji,Inženjerstvo informacionih sistema
549,Analiza i modeliranje poslovnih procesa,2,0,2,0.00,4,2,Letnji,Inženjerstvo informacionih sistema
550,Osnove testiranja softvera,2,0,2,1.00,5,2,Letnji,Inženjerstvo informacionih sistema
551,Arhitektura informacionih sistema i računarske mreže,2,0,2,1.00,5,2,Letnji,Inženjerstvo informacionih sistema
552,Metode i tehnike upravljanja projektima,2,0,2,0.00,4,3,Zimski,Inženjerstvo informacionih sistema
553,Projektovanje baza podataka,3,0,3,0.00,5,3,Zimski,Inženjerstvo informacionih sistema
554,Računarom podržano projektovanje proizvoda (CAD/CAE),3,0,2,1.00,6,3,Zimski,Inženjerstvo informacionih sistema
555,Mobilne informacione tehnologije,2,0,2,1.00,5,3,Zimski,Inženjerstvo informacionih sistema
556,Sistem menadžmenta kvalitetom,2,2,0,0.00,4,3,Zimski,Inženjerstvo informacionih sistema
557,Dizajnerski obrasci,2,0,2,1.00,6,3,Zimski,Inženjerstvo informacionih sistema
558,Osnove sistema poslovne inteligencije,2,0,2,1.00,5,3,Letnji,Inženjerstvo informacionih sistema
559,Sistemi za podršku planiranju poslovnih resursa,2,0,3,0.00,6,3,Letnji,Inženjerstvo informacionih sistema
560,Sistemi baza podataka,2,0,3,0.00,5,3,Letnji,Inženjerstvo informacionih sistema
561,Razvoj višeslojnih aplikacija,2,0,3,0.00,5,3,Letnji,Inženjerstvo informacionih sistema
562,Inovacije i preduzetništvo u visokotehnološkim preduzećima,3,0,0,1.00,4,3,Letnji,Inženjerstvo informacionih sistema
563,Izborni predmet OAS IIS 3,2,0,2,0.00,5,3,Letnji,Inženjerstvo informacionih sistema
564,Bezbednost i sigurnost informacionih sistema,3,0,3,0.00,5,4,Zimski,Inženjerstvo informacionih sistema
565,Izborni predmet OAS IIS 4,2,0,2,0.00,5,4,Zimski,Inženjerstvo informacionih sistema
566,Izborni predmet OAS IIS 5,2,0,2,0.00,5,4,Zimski,Inženjerstvo informacionih sistema
567,Izborni predmet OAS IIS 6,2,0,2,0.00,6,4,Zimski,Inženjerstvo informacionih sistema
568,Izborni predmet OAS IIS 7,2,0,2,0.00,5,4,Zimski,Inženjerstvo informacionih sistema
569,Stručna praksa - OAS Inž.inf.sist.,0,0,0,6.00,4,4,Zimski,Inženjerstvo informacionih sistema
570,Servisno orijentisane arhitekture sistema,3,0,3,0.00,6,4,Letnji,Inženjerstvo informacionih sistema
571,Izborni predmet OAS IIS 8,3,0,2,0.00,5,4,Letnji,Inženjerstvo informacionih sistema
572,Izborni predmet OAS IIS 9,3,0,3,0.00,6,4,Letnji,Inženjerstvo informacionih sistema
573,Izborni predmet OAS IIS 10,2,0,2,0.00,5,4,Letnji,Inženjerstvo informacionih sistema
574,Diplomski rad - istraživački rad,0,0,0,0.00,4,4,Letnji,Inženjerstvo informacionih sistema
575,Diplomski rad - izrada i odbrana,0,0,0,4.00,4,4,Letnji,Inženjerstvo informacionih sistema
576,Osnove upravljanja rizikom od katastrofalnih događaja i požara,4,2,0,0.00,7,1,Zimski,Upravljanje rizikom od katastrofalnih događaja i požara
577,Hemijski fenomeni u inženjerstvu,3,0,3,0.00,6,1,Zimski,Upravljanje rizikom od katastrofalnih događaja i požara
578,Tehnička fizika,2,0,2,0.00,4,1,Zimski,Upravljanje rizikom od katastrofalnih događaja i požara
579,Matematika 1,3,3,0,0.00,6,1,Zimski,Upravljanje rizikom od katastrofalnih događaja i požara
580,Osnove informacionih tehnologija,2,0,3,0.00,6,1,Zimski,Upravljanje rizikom od katastrofalnih događaja i požara
581,Matematika 2,3,3,0,0.00,6,1,Letnji,Upravljanje rizikom od katastrofalnih događaja i požara
582,Otpornost društva na hazarde,3,2,0,0.00,5,1,Letnji,Upravljanje rizikom od katastrofalnih događaja i požara
